id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,revenue_per_year,price_category,occupancy_potential,facilities
21667553,Double D Rooms & Cafe (Family Room),157714185,สุวรรณา,Bangkok Noi,13.749,100.47076,Private room,1500,1,0,-2012,0,6,178,0,267000,High,48.77,
22186491,"Just renovated! TCC,big swimming pool",3757079,Nadapat,Din Daeng,13.76975,100.57141,Private room,707,2,3,2022-11-15 00:00:00,0,1,63,1,44541,Medium,8.63,"Pool, MRT"
22110916,4pax★nest at Rama3★BRT Wat Dan★15mins to Asiatique,43198653,Fon,Yan na wa,13.67276,100.54216,Entire home/apt,1350,3,21,2022-12-24 00:00:00,0,1,265,4,357750,High,24.2,
22125527,The parkland condominium,152786916,Piti,Bang Na,13.65423,100.64698,Private room,1500,30,0,-2012,0,1,365,0,547500,High,3.33,
21669676,ที่พักสะอาด ใกล้แหล่งบันเทิง ห้องนอนวิวสระว่ายน้ำ,157737165,สุวิทย์,Pra Wet,13.69773,100.65164,Private room,990,1,1,2017-11-13 00:00:00,0,1,365,0,361350,Medium,100.0,
22130317,Yu Sabay (cheapest room for rent),161656752,Peachana,Bang Sue,13.82279,100.5358,Private room,1350,1,0,-2012,0,1,365,0,492750,High,100.0,
22132208,"ISSARA, BEST BED&BREAKFAST IN OLD TOWN",14391623,Sasi,Phra Nakhon,13.74763,100.49751,Hotel room,350,1,8,2022-12-02 00:00:00,0,24,336,1,117600,Low,92.05,Breakfast
22195842,Fully furnished opposite Central Ladprao,162186248,Oratai,Chatu Chak,13.81552,100.55988,Private room,1999,120,0,-2012,0,3,365,0,729635,High,0.83,Fully Furnished
22196179,Bangkok Horizon(close to  Bangwa/Seacon Bangkae,162043299,Harman,Bang Khae,13.69589,100.39702,Private room,500,1,0,-2012,0,1,88,0,44000,Low,24.11,"AC, BTS"
22196253,Cozy 2BR/WIFI/POOL/Thonglor-Hippest District.,4995462,Kay,Vadhana,13.74012,100.58543,Entire home/apt,1773,4,36,2020-02-28 00:00:00,1,1,301,0,533673,High,20.62,"Pool, BTS"
21669858,Studio Room 10 mins to Don Mueang  (DMK),35462876,Wuthiphon,Lak Si,13.86942,100.57981,Private room,750,1,175,2022-12-05 00:00:00,3,9,364,11,273000,Medium,99.73,Airport
21670584,Thea Serviced Apartment,157744046,Thea,Vadhana,13.72995,100.59105,Private room,5500,4,0,-2012,0,1,179,0,984500,Luxury,12.26,
22217367,Family 8 beds room (2nd),30682777,Golden Mountain Hostel,Pom Prap Sattru Phai,13.7533,100.50617,Private room,3200,1,3,2019-03-26 00:00:00,0,9,330,0,1056000,High,90.41,
22218113,CBD Sathorn Four Season TownHouse--Entire house,139189243,Hana,Bang Rak,13.7247,100.53267,Entire home/apt,12000,1,78,2020-12-27 00:00:00,1,29,329,0,3948000,Luxury,90.14,
22142840,Baan Mek Mok @Soi Sukhumvit 64,159375409,Mok,Phra Khanong,13.68978,100.60393,Private room,650,1,6,2020-03-16 00:00:00,0,13,118,0,76700,Medium,32.33,
21670754,4 Person in Family Room with Shared Bathroom,154014557,Feel Good,Bangkok Noi,13.76958,100.48335,Shared room,1300,1,0,-2012,0,6,365,0,474500,High,100.0,
22143833,"@ Sukhumvit64 #,30 Mins from BKK",159375409,Mok,Phra Khanong,13.68978,100.60393,Private room,644,1,9,2019-02-24 00:00:00,0,13,118,0,75992,Medium,32.33,"BTS, Airport"
22144221,"20% off Long Stay, Balcony, Quiet-Comfy WFH for 2",48069192,Sam,Din Daeng,13.77627,100.5594,Private room,610,1,129,2022-07-22 00:00:00,2,3,305,3,186050,Medium,83.56,balcony
22151766,"BITEc studio, 5 mins to  Udomsuk",15450556,Cindy,Bang Na,13.67881,100.6141,Entire home/apt,500,7,8,2022-11-04 00:00:00,0,18,67,1,33500,Low,2.62,BTS
21674230,"Spacious w stunting views,entire  place,high floor",143803490,Motazbelah,Din Daeng,13.75993,100.56204,Entire home/apt,899,60,0,-2012,0,1,174,0,156426,Medium,0.79,AC
22155424,Fully Cozy Room,161504514,Sorawit,Lat Krabang,13.72088,100.72019,Private room,1500,3,1,2017-12-19 00:00:00,0,1,90,0,135000,High,8.22,
22156499,Cozy room near,50194444,Rosa,Bang Na,13.65703,100.60898,Private room,699,1,1,2017-12-21 00:00:00,0,1,90,0,62910,Medium,24.66,BTS
22156917,"1br@ PhromPhong,Skytop pool/@50F,NetFlix",5984433,Sunnot,Khlong Toei,13.72089,100.56862,Entire home/apt,1608,21,74,2020-04-06 00:00:00,1,19,83,0,133464,High,1.08,"Pool, Gym, BTS, Netflix"
22222063,Luxury condo 200m. to  with  and GYM,3823188,North,Huai Khwang,13.76138,100.56781,Entire home/apt,1786,28,76,2022-07-16 00:00:00,1,2,148,1,264328,High,1.45,"Pool, Gym, MRT"
22228143,❤ Cozy Studio Across From Asiatique Night Market.❤,3346331,Bee,Bang Kho laen,13.70378,100.50618,Entire home/apt,910,2,106,2022-12-09 00:00:00,2,7,325,19,295750,Medium,44.52,AC
22230666,Cozy room Only 150 m.to  Bangna~ Near Malls,5235423,SugriYo,Bang Na,13.67391,100.60778,Private room,936,3,11,2022-12-12 00:00:00,0,1,353,7,330408,Medium,32.24,"mall, BTS"
21684885,Minimal Room for 4-8pax at  Wongwianyai,33800808,Sasithorn,Khlong San,13.7232,100.49555,Private room,1600,1,2,2020-01-28 00:00:00,0,3,176,0,281600,High,48.22,BTS
22232204,BKPKER Budget Apartment 1,101227692,Ken,Din Daeng,13.7939488,100.5710429,Private room,561,1,153,2022-12-06 00:00:00,2,10,357,11,200277,Medium,97.81,AC
22232892,Exclusive  Villa in Prime Thonglor,36324473,Premika,Vadhana,13.72862,100.57695,Entire home/apt,15000,2,0,-2012,0,5,304,0,4560000,Luxury,41.64,Pool
22161613,1 minute walking to  RAMA9,135670273,Jangploy,Huai Khwang,13.75653,100.56621,Private room,2100,1,0,-2012,0,1,180,0,378000,High,49.32,MRT
21688691,"Affordable, but comfortable",109587365,Luis,Vadhana,13.73701,100.58652,Shared room,350,1,0,-2012,0,1,89,0,31150,Low,24.38,
21692397,Cozy 1 BR / 2 minutes from  Chongnonsri,27135144,Kulthida,Bang Rak,13.72483,100.52936,Entire home/apt,1400,30,5,2022-11-21 00:00:00,0,1,339,2,474600,High,3.1,"station, BTS"
22169512,LPN Rama4 / Kluaynamthai,10516482,Monlada,Khlong Toei,13.71206,100.58335,Entire home/apt,1000,3,9,2020-01-23 00:00:00,0,2,130,0,130000,Medium,11.87,
22169524,"Vacation Bangkok, The Artistic Home : 4BR, 13PAX",32063730,Nattika,Khlong San,13.72695,100.50791,Private room,10000,2,0,-2012,0,2,86,0,860000,Luxury,11.78,AC
22169732,Sukhumvit59Heritage 1Bedroom condo,10516482,Monlada,Vadhana,13.72399,100.58087,Entire home/apt,1700,7,2,2019-03-04 00:00:00,0,2,339,0,576300,High,13.27,
22234154,"Ratana hostel 1 room
for 4-6 person share bathroom",37534445,Chowey,Pom Prap Sattru Phai,13.75673,100.50712,Shared room,1300,1,3,2021-12-11 00:00:00,0,1,357,0,464100,High,97.81,
22234460,SB Place @Nak Niwat 16,162062489,Chawakorn,Lat Phrao,13.80644,100.60905,Private room,550,1,0,-2012,0,1,365,0,200750,Medium,100.0,AC
22234719,The Terrace Service Apartment,162480274,Saowaluk,Bang Kapi,13.76392,100.65214,Private room,950,1,1,2018-01-12 00:00:00,0,1,365,0,346750,Medium,100.0,AC
21706891,Forty Seven  View by pattiya,112396661,Patty,Bang Rak,13.72181,100.51624,Private room,2100,3,1,2017-12-12 00:00:00,0,1,360,0,756000,High,32.88,
21715651,"Baan Vaneeda, antique house w/secluded garden 104",60553853,Time,Phra Nakhon,13.75789,100.50445,Private room,1500,1,54,2022-12-08 00:00:00,1,4,145,19,217500,High,39.73,
22251564,"My parents place , Chao Phraya River",52053618,Sue,Bang Phlat,13.76509,100.49018,Private room,3900,5,7,2021-05-05 00:00:00,0,4,158,0,616200,High,8.66,AC
21717618,506 Love You to the Moon and Back.,140752742,Nuwat,Huai Khwang,13.782069206237791,100.5791016,Private room,479,2,10,2022-12-08 00:00:00,0,8,23,6,11017,Low,3.15,AC
22252329,Stylish private room next to  Thonglor,25124747,Travellers,Vadhana,13.725,100.57838,Private room,900,1,8,2022-09-26 00:00:00,0,2,180,1,162000,Medium,49.32,BTS
22488327,Superior Room : Chinese Settlers (Room 1),164923659,1905 Heritage Corner,Phra Nakhon,13.75172,100.49712,Hotel room,7000,28,1,2018-02-11 00:00:00,0,3,365,0,2555000,Luxury,3.57,
22488628,Best Price/Sukhumvit/ Phrom Phong 5min/,164926087,Ayano,Khlong Toei,13.72899,100.5719,Private room,571,1,38,2022-11-27 00:00:00,1,3,66,8,37686,Medium,18.08,"balcony, BTS"
21724694,Private room for 2 persons at Nana,9219499,Wannee,Vadhana,13.74195,100.55532,Private room,1400,1,11,2022-11-06 00:00:00,0,4,354,2,495600,High,96.99,station
21724957,GREAT VIEWS! Luxury Penthouse 2BR Sathon near,65571016,Kiattisak,Sathon,13.71932,100.53856,Entire home/apt,2500,7,54,2022-12-11 00:00:00,1,1,250,8,625000,High,9.78,BTS
22488966,Lumpini Ville On Nuch-Pattanakarn อ่อนนุช-พัฒนาการ,164928716,Arpaporn,Pra Wet,13.71667,100.65315,Entire home/apt,10000,28,9,2019-10-01 00:00:00,0,3,363,0,3630000,Luxury,3.55,
22490370,Standard Room : Tea Room (Room 3),164923659,1905 Heritage Corner,Phra Nakhon,13.75164,100.49709,Hotel room,4400,28,0,-2012,0,3,365,0,1606000,High,3.57,
22491355,Superior Room : Colonial (Room 2),164923659,1905 Heritage Corner,Phra Nakhon,13.75164,100.49709,Hotel room,7000,28,3,2019-04-14 00:00:00,0,3,365,0,2555000,Luxury,3.57,
22500325,302 - The Jatu Standard @Maneeya Park,13598910,David,Bang Na,13.68296,100.61304,Hotel room,2200,3,1,2019-06-07 00:00:00,0,7,365,0,803000,High,33.33,
22509651,301 - The Dusit Executive Suite @Maneeya Park,13598910,David,Bang Na,13.68171,100.61453,Hotel room,2500,3,2,2019-08-11 00:00:00,0,7,358,0,895000,High,32.69,
22252489,Stylish private room. Step to  Thonglor,45129608,Moncheri,Vadhana,13.72495,100.58019,Private room,800,1,6,2022-11-06 00:00:00,0,1,210,2,168000,Medium,57.53,BTS
22256196,Savi Rooms Premium (1) Near Bkk & Piyavet hospital,75693870,Savi,Huai Khwang,13.74766,100.57819,Entire home/apt,1299,30,9,2019-11-24 00:00:00,0,8,89,0,115611,High,0.81,Hospital
21731803,Cozy room 50 steps to,2497826,Thanawat,Khlong San,13.7214,100.50982,Private room,1200,1,2,2018-10-26 00:00:00,0,1,86,0,103200,High,23.56,River View
22258920,I’m Home Where Happiness is.,81365815,Chaovaphorn,Rat Burana,13.68183,100.49652,Private room,550,1,1,2018-03-10 00:00:00,0,1,270,0,148500,Medium,73.97,
22510361,"Take Time Out on the Serene, Leafy Balcony in the City",13598910,David,Bang Na,13.68323,100.61291,Private room,2500,3,4,2022-12-08 00:00:00,0,7,353,2,882500,High,32.24,balcony
22510651,202 - The Jatu Standard @Maneeya Park,13598910,David,Bang Na,13.68294,100.61504,Hotel room,2200,3,2,2019-04-05 00:00:00,0,7,365,0,803000,High,33.33,
22511441,Canalfront Tiny House | near BKK historic spots,165213926,Ann,Thon buri,13.73933,100.48966,Private room,1465,1,145,2022-12-06 00:00:00,2,1,271,22,397015,High,74.25,
22527255,Savi Rooms Deluxe Studio 1 nr Bkk/Piyavet hospital,75693870,Savi,Huai Khwang,13.75116,100.57929,Entire home/apt,1299,30,4,2018-05-02 00:00:00,0,8,84,0,109116,High,0.77,Hospital
21734542,Stylish/Cozy Brand New 1BR 100m to  Lat phrao,146844829,Chompoonuch,Chatu Chak,13.80721,100.57319,Entire home/apt,1129,7,28,2022-12-15 00:00:00,0,1,88,2,99352,High,3.44,MRT
21740127,Great Location close to down town near river,158347523,Chanakane,Yan na wa,13.67746,100.54527,Private room,1900,1,0,-2012,0,1,180,0,342000,High,49.32,
22536456,The most Prime/Posh& Safe area in Bkk! Cheap+wifi,16694115,Joy,Parthum Wan,13.73779,100.55023,Entire home/apt,1380,5,11,2019-10-21 00:00:00,0,2,87,0,120060,High,4.77,
21744722,Savi Rooms-Super deluxe(3) nr BKK/Piyavet hospital,75693870,Savi,Huai Khwang,13.74996,100.57766,Private room,751,30,1,2019-12-19 00:00:00,0,8,179,0,134429,Medium,1.63,Hospital
21745831,Private&Cozy apartment#9 Silom 3  Saladaeng,26736483,K,Bang Rak,13.72516,100.53039,Hotel room,1089,1,3,2019-07-31 00:00:00,0,89,357,0,388773,High,97.81,BTS
22266926,pool access,21701182,Montrial,Suanluang,13.71189,100.63212,Entire home/apt,1108,3,11,2019-12-29 00:00:00,0,1,364,0,403312,High,33.24,"AC, Pool"
21746365,Private&Cozy apartment#10 Silom 3  Saladaeng,26736483,K,Bang Rak,13.72559,100.52989,Hotel room,1089,1,6,2022-11-28 00:00:00,0,89,353,2,384417,High,96.71,BTS
21758612,The Gallery House near BKK  &  Link,28447831,Dr. Piyamas,Bang Kapi,13.75757,100.65214,Entire home/apt,2500,3,9,2020-01-15 00:00:00,0,11,302,0,755000,High,27.58,Airport
22801623,"Aumdaeng-Jiem Massuk, Mali Room, 2nd floor",168082033,Chidmat,Phra Nakhon,13.75898,100.50068,Private room,800,1,0,-2012,0,2,364,0,291200,Medium,99.73,
22538968,500 m. from Sky train,144470874,Teerapat,Phra Khanong,13.70116,100.60021,Private room,2000,1,0,-2012,0,1,179,0,358000,High,49.04,sky train
22805335,Metro Park Sathorn Condo,136370062,Nonny,Phasi Charoen,13.7091,100.45031,Entire home/apt,1000,5,11,2019-07-13 00:00:00,0,1,210,0,210000,Medium,11.51,
22542592,Modern 1 bedroom in Thong lor,60926112,Gunny,Huai Khwang,13.74609,100.58194,Entire home/apt,2597,28,3,2018-04-12 00:00:00,0,2,179,0,464863,High,1.75,
22271333,Cozy home at Nak Niwat 37,41546652,Ran,Lat Phrao,13.80731,100.60403,Entire home/apt,5000,1,0,-2012,0,1,88,0,440000,High,24.11,
22273228,Just 7 mins from  in new CBD area ☆!!,76533870,Settapat,Huai Khwang,13.7848,100.57457,Private room,666,30,2,2019-01-23 00:00:00,0,1,161,0,107226,Medium,1.47,Subway
22545210,Dcondo Campus Resort Charansanitwong13,40912835,Sutharat,Phasi Charoen,13.73963,100.44679,Private room,950,1,0,-2012,0,1,178,0,169100,Medium,48.77,
22546580,Metro Park (Sathorn) By Guntariya,152772487,Guntariya,Phasi Charoen,13.70959,100.45244,Private room,1255,1,0,-2012,0,1,89,0,111695,High,24.38,
22554884,ASSEMBLY HOSTEL (Double Room No.2),53512783,Win,Bang Kho laen,13.70689,100.51022,Private room,814,1,70,2020-01-10 00:00:00,1,3,132,0,107448,Medium,36.16,
22568399,Moniiq,6460146,Gift,Phra Khanong,13.68972,100.59089,Private room,600,30,0,-2012,0,1,90,0,54000,Medium,0.82,
22573539,Best Price/Sukhumvit/ Phrom Phong 5min/,164926087,Ayano,Vadhana,13.72976,100.57182,Private room,559,1,69,2022-12-10 00:00:00,1,3,40,16,22360,Medium,10.96,"balcony, BTS"
22817147,2 Bedroom Suite,168249516,Saovarat,Vadhana,13.7467,100.55552,Entire home/apt,5899,1,0,-2012,0,2,352,0,2076448,Luxury,96.44,
22817803,1 BR Service Apartment (5 mins to Emquartier/),132758342,Mo,Khlong Toei,13.72652,100.57317,Entire home/apt,1600,2,97,2022-12-20 00:00:00,2,10,162,10,259200,High,22.19,BTS
22819390,"Peaceful apt - Exciting neighborhood, Near  Ari",102811177,Santahn,Phaya Thai,13.78277,100.54168,Entire home/apt,1163,14,55,2022-10-14 00:00:00,1,5,300,3,348900,High,5.87,"AC, BTS"
22819942,3 Bedroom Suite,168249516,Saovarat,Vadhana,13.74439,100.55758,Entire home/apt,8899,1,3,2022-11-20 00:00:00,0,2,361,1,3212539,Luxury,98.9,
22832894,HAP@Sathorn 1BR Central near mrt Lumpini3,55718956,Pam,Sathon,13.72033,100.54819,Private room,900,1,101,2022-12-11 00:00:00,2,4,363,18,326700,Medium,99.45,MRT
22834294,家缘,142819539,Shuoli,Huai Khwang,13.77398,100.57807,Private room,1400,1,1,2018-02-02 00:00:00,0,1,91,0,127400,High,24.93,
22283076,Minimalist Studio in  Condo with,21315815,Tanny,Yan na wa,13.7061,100.53639,Entire home/apt,1950,4,63,2022-11-06 00:00:00,1,5,161,13,313950,High,11.03,"Pool, City Center"
22284287,Regent22,162860866,Weerawan,Phra Khanong,13.70387,100.60537,Private room,800,20,0,-2012,0,1,177,0,141600,Medium,2.42,
22573975,"Designer HUGE 2 BR Duplex, Steps to ,EMQUARTIER",16782331,Sasiri,Khlong Toei,13.72483,100.56606,Entire home/apt,9857,5,19,2022-11-02 00:00:00,0,1,140,3,1379980,Luxury,7.67,BTS
22835894,Better Moon : Dad's room - 5mins to,163545528,Papawee,Vadhana,13.70824,100.60072,Entire home/apt,1529,1,20,2022-09-29 00:00:00,0,10,311,2,475519,High,85.21,BTS
22574856,"Girls room in old Chinatown ""TALAT PHLU"" Thonburi",165945964,Phachock,Thon buri,13.72046,100.47694,Private room,1600,1,0,-2012,0,2,90,0,144000,High,24.66,
22574857,"Family room in old Chinatown ""TALAT PHLU"" Thonburi",165945964,Phachock,Thon buri,13.7204,100.47681,Private room,2000,1,3,2018-07-30 00:00:00,0,2,88,0,176000,High,24.11,
22836444,Breezy Condo Next To St Food&Night Life: IV,49539775,Max,Vadhana,13.74681,100.55698,Entire home/apt,1200,30,125,2022-11-16 00:00:00,2,36,153,37,183600,High,1.4,
22836841,Better Moon : Mamii's Room - private bathroom,163545528,Papawee,Vadhana,13.70861,100.60168,Entire home/apt,1529,1,47,2022-02-17 00:00:00,1,10,360,1,550440,High,98.63,
22837193,Better Moon : Pin's Room - Free WIFI,163545528,Papawee,Vadhana,13.70748,100.60169,Entire home/apt,1529,1,102,2022-12-08 00:00:00,2,10,344,24,525976,High,94.25,Free Wifi
22584934,Good location&Fully furnished.,149555028,แสงเดือน,Bang Kapi,13.75495,100.61161,Private room,1700,1,0,-2012,0,1,179,0,304300,High,49.04,Fully Furnished
22585252,Near Sripatum University,149559524,สุวดี,Chatu Chak,13.84869,100.58479,Private room,2650,1,0,-2012,0,1,179,0,474350,High,49.04,
22585445,Safe room&Close to  Bangna.,149560505,ดรุณวรรณ,Bang Na,13.66634,100.60303,Private room,1350,1,0,-2012,0,1,89,0,120150,High,24.38,BTS
22841226,Sukhumvit 103  Relaxing with smile/200m. to bts,50895175,Waranya,Bang Na,13.67684,100.60948,Entire home/apt,630,28,21,2022-11-30 00:00:00,0,1,228,4,143640,Medium,2.23,BTS
22585734,Fully furnished/Comfortable room,149571029,ณัฐฑิณี,Phaya Thai,13.78958,100.54183,Private room,2200,1,0,-2012,0,1,179,0,393800,High,49.04,Fully Furnished
22284434,A simple room near bus to the city and Don Mueang,95634188,Kittipob,Bang Khen,13.86213,100.61356,Private room,790,2,3,2022-10-17 00:00:00,0,1,138,2,109020,Medium,18.9,
22851828,2mins from Soi Thonglor near Bangkok hospital^^,97844706,Pipo,Huai Khwang,13.74454,100.58654,Private room,550,7,1,2018-09-10 00:00:00,0,1,330,0,181500,Medium,12.92,Hospital
22590252,Nordic Home by the Park + Free Transfer,108793,Eddie,Chatu Chak,13.8062,100.55621,Entire home/apt,950,30,22,2022-12-04 00:00:00,0,4,339,5,322050,Medium,3.1,
22593032,Stunning penthouse,4220372,Thatsaniwan,Khlong Toei,13.73017,100.56165,Entire home/apt,10000,30,2,2022-07-28 00:00:00,0,1,363,1,3630000,Luxury,3.32,
22852916,Better Moon : Par's room - 10mins to,163545528,Papawee,Vadhana,13.70824,100.60072,Entire home/apt,1529,1,56,2022-07-27 00:00:00,1,10,357,8,545853,High,97.81,downtown
22853398,Better Moon : Pear's Room- Onnut/ free wifi,163545528,Papawee,Vadhana,13.70936,100.60104,Entire home/apt,1529,1,90,2022-11-28 00:00:00,2,10,355,15,542795,High,97.26,"Free Wifi, BTS"
22853574,Better Moon : Brother’s Room-  Onnut/streetfood,163545528,Papawee,Vadhana,13.70861,100.60165,Entire home/apt,1529,1,34,2022-11-19 00:00:00,1,10,358,3,547382,High,98.08,BTS
22594004,2-bedroom near Chatuchak/JJ market,150767454,Pang,Chatu Chak,13.81171,100.56555,Entire home/apt,2000,1,0,-2012,0,2,83,0,166000,High,22.74,
22594209,Sukhumvit 1-bedroom,150767454,Pang,Vadhana,13.74313,100.56121,Entire home/apt,2000,1,0,-2012,0,2,73,0,146000,High,20.0,
22854235,2 BR❤Near  Thong lo❤Downtown❤Emporium,111844630,B,Vadhana,13.73114,100.57676,Entire home/apt,4340,1,43,2022-12-14 00:00:00,1,16,158,8,685720,High,43.29,"downtown, BTS"
22858495,Good for backpackers and tourists,147473255,Jhanna,Bang Kapi,13.75823,100.63824,Shared room,320,10,0,-2012,0,1,364,0,116480,Low,9.97,AC
22294153,"Garden View, Nice room +  293",121288977,Ketmadee,Huai Khwang,13.77073,100.58899,Entire home/apt,869,1,11,2020-02-10 00:00:00,0,2,168,0,145992,Medium,46.03,balcony
22295995,Central Bangna-Modern 1-BR (Central Bangna view),30377360,Nat-Phiangchit,Bang Na,13.67296,100.63661,Private room,1100,180,1,2019-01-17 00:00:00,0,3,180,0,198000,High,0.27,
22602636,"Long term rental available, Pm for more info .",122510396,Zoda,Khlong Toei,13.71218,100.59359,Entire home/apt,794,90,32,2020-04-04 00:00:00,1,1,137,0,108778,Medium,0.42,
22602761,- Modern & Light Room with Balcony,159375409,Mok,Phra Khanong,13.68986,100.60362,Private room,688,1,2,2019-04-09 00:00:00,0,13,118,0,81184,Medium,32.33,"balcony, City Center"
22602763,"1Br,Calm,Greenary,near /D4",91934777,Vichak,Huai Khwang,13.76921,100.58103,Private room,2019,1,3,2018-09-09 00:00:00,0,25,337,0,680403,High,92.33,Subway
22876604,Condo jatujak opposite Jatujak weekend market,21727487,Honeybee,Chatu Chak,13.79671,100.55278,Entire home/apt,703,5,33,2018-12-18 00:00:00,1,1,270,0,189810,Medium,14.79,
22604819,Comfy & Cozy 1BR D25 Thonglor,166315549,Palita,Vadhana,13.74006,100.58216,Private room,1500,5,1,2018-12-15 00:00:00,0,1,177,0,265500,High,9.7,
22606769,"Trapezo Sukhumvit 16 - Minimum 1 Month -28,000 THB",166329220,Find,Khlong Toei,13.72529,100.56315,Entire home/apt,28000,31,0,-2012,0,1,89,0,2492000,Luxury,0.79,
22608863,80 sqm serviced apt@Silom: 5 min walk to  &,49683163,Jarungjit,Bang Rak,13.7265,100.53752,Hotel room,2500,1,19,2022-11-15 00:00:00,0,8,360,1,900000,High,98.63,"BTS, MRT"
22609580,"Serviced Studio, 5min to ,  @Silom 'n Park",49683163,Jarungjit,Bang Rak,13.72778,100.53709,Entire home/apt,2000,1,4,2019-02-09 00:00:00,0,8,344,0,688000,High,94.25,"BTS, MRT"
22609954,Ban Chom Dao,91450096,Tharon,Suanluang,13.71232,100.61387,Private room,8000,1,0,-2012,0,1,365,0,2920000,Luxury,100.0,
22616989,THE ROYAL MASTERPIECE LUXURY:3BR /WIFI/POOL/,133082557,Jean,Huai Khwang,13.75918,100.56972,Entire home/apt,7100,1,103,2022-12-11 00:00:00,2,19,73,12,518300,Luxury,20.0,"Pool, MRT"
22617117,Guest house in subway bangsue near mochit,10981779,Kate,Bang Sue,13.81398,100.54095,Private room,450,5,0,-2012,0,5,90,0,40500,Low,4.93,"station, Subway"
22617317,Next to subway  and near by night market,166478984,Ep,Huai Khwang,13.76402,100.56931,Entire home/apt,1200,7,9,2022-12-15 00:00:00,0,1,254,3,304800,High,9.94,"station, Subway"
22618516,"Cozy room in  Asoke, 1 min to  Petchaburi",166494208,Q Owner,Ratchathewi,13.74829,100.56217,Private room,800,180,0,-2012,0,1,365,0,292000,Medium,0.56,MRT
22297593,Room size 34sqm. Near  Thonglor,161565794,เกศริน,Vadhana,13.73233,100.5771,Private room,2100,1,0,-2012,0,1,180,0,378000,High,49.32,BTS
22886810,Spacious  room in Rangnam area,169374293,Kobe,Ratchathewi,13.75982,100.54327,Entire home/apt,1000,30,0,-2012,0,1,179,0,179000,Medium,1.63,AC
22299069,Casa Condo  Taladpru,162995721,Tharanee,Thon buri,13.71343,100.4775,Private room,10500,1,0,-2012,0,1,83,0,871500,Luxury,22.74,BTS
22301682,Apartment with  @ Sukhumvit 64,159375409,Mok,Phra Khanong,13.68978,100.60393,Private room,690,1,3,2018-12-06 00:00:00,0,13,118,0,81420,Medium,32.33,balcony
22303638,High end luxury apartment with two sky pools 全新豪宅,27407467,Lynn,Sathon,13.71859,100.52124,Entire home/apt,3341,5,31,2022-12-14 00:00:00,1,1,282,24,942162,High,15.45,Pool
22316847,"Cool & Comfy 5 min. to  ,Private Wifi in room.",42599074,Arisa,Thon buri,13.71711,100.4814,Entire home/apt,650,14,5,2022-11-30 00:00:00,0,5,73,1,47450,Medium,1.43,BTS
22317732,คอนโดนาวีเพลส,162027988,Yim,Pra Wet,13.6983,100.68095,Private room,650,1,0,-2012,0,1,180,0,117000,Medium,49.32,
22620339,"Town home
2 km from Don Mueang",158130254,Jariya,Don Mueang,13.91692,100.57831,Shared room,623,1,0,-2012,0,1,88,0,54824,Medium,24.11,Airport
22893443,Cozy 1BR in Downtown Bangkok High Speed Internet,87678967,Karan,Vadhana,13.73664,100.56834,Entire home/apt,1914,3,7,2022-12-12 00:00:00,0,3,329,4,629706,High,30.05,downtown
22626749,Designerhouse365-4BR-POOL-BKK--ICONSIAM,85203478,Ed,Khlong San,13.71869,100.50219,Entire home/apt,6000,1,31,2022-12-20 00:00:00,1,2,329,6,1974000,Luxury,90.14,"Pool, BTS"
22639612,COZY 2 BR WITH RIVER VIEW OPPOSITE ASIATIQUE SHOPS,10413812,Nattarom,Bang Kho laen,13.70553,100.5047,Entire home/apt,4000,2,6,2022-11-28 00:00:00,0,3,331,1,1324000,High,45.34,River View
22327424,Lady M Hostel Suvarnabhumi,163232577,Lady M,Lat Krabang,13.72204,100.72384,Shared room,400,1,11,2020-02-28 00:00:00,0,2,364,0,145600,Low,99.73,Airport
22893990,China Guest Inn,133169241,Taweerat,Bang Rak,13.72485,100.52464,Private room,899,1,0,-2012,0,1,358,0,321842,Medium,98.08,
22330068,ออมนิ เทาเวอร์,134222442,April,Khlong Toei,13.73875,100.5529,Private room,1800,1,0,-2012,0,1,365,0,657000,High,100.0,
22335241,THE PERFECT CHARMING SUITE : 1BR/WIFI/POOL/,132745392,Mt,Huai Khwang,13.75591,100.57622,Entire home/apt,1486,2,60,2022-12-04 00:00:00,1,25,88,7,130768,High,12.05,"Pool, MRT"
22335536,"Wow!! Nice condo , Ekkamai-Thonglor!!!",74200744,Pimchaya,Vadhana,13.73008,100.58607,Private room,10000,1,0,-2012,0,5,41,0,410000,Luxury,11.23,BTS
22336410,♥ Cozy room in 50's house with private bathroom  ♥,102811177,Santahn,Phaya Thai,13.78947,100.53897,Private room,643,7,5,2022-09-18 00:00:00,0,5,349,1,224407,Medium,13.66,
22336521,THE BEAUTY SKY SUITE  :1 BR / /POOL/WIFI,132745392,Mt,Huai Khwang,13.75532,100.57583,Entire home/apt,1314,2,52,2022-11-21 00:00:00,1,25,78,11,102492,High,10.68,"Pool, MRT"
22339732,"Luxury Condo,Private, 47Sq.m. Ekkamai-Thonglor!",74200744,Pimchaya,Vadhana,13.72984,100.58631,Private room,10000,2,2,2018-02-13 00:00:00,0,5,42,0,420000,Luxury,5.75,
