id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,revenue_per_year,price_category,occupancy_potential,facilities
27934,Nice room with superb city view,120437,Nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,-2012,0,2,353,0,672465,High,32.24,
27979,"Easy going landlord,easy place",120541,Emy,Bang Na,13.66818,100.61674,Private room,1316,1,0,-2012,0,2,358,0,471128,High,98.08,AC
28745,modern-style apartment in Bangkok,123784,Familyroom,Bang Kapi,13.75232,100.62402,Private room,800,60,0,-2012,0,1,365,0,292000,Medium,1.67,
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01 00:00:00,0,1,323,1,415378,High,12.64,AC
941865,Suite Room 3 at MetroPoint,610315,Kasem,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,-2012,0,3,365,0,695325,High,100.0,
1704776,NEw Pro!!  Bungalow,2129668,Wimonpak,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,2017-08-03 00:00:00,0,41,365,0,365000,Medium,0.4,Bkk Centre
48736,Condo with Chaopraya,222005,Athitaya,Rat Burana,13.68556,100.49535,Private room,1558,3,1,2014-02-03 00:00:00,0,1,365,0,568670,High,33.33,River View
1738669,1 chic bedroom apartment in BKK,7045870,Jiraporn,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,-2012,0,1,365,0,533265,High,100.0,
1744248,"Batcave,  view, near Chatuchak",9181769,Nol,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,2016-03-29 00:00:00,0,1,365,0,568670,High,33.33,Pool
952677,Standard Room Decor do Hostel,5171292,Somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27 00:00:00,0,10,87,0,60900,Medium,11.92,
55681,Sathorn Terrace Apartment(61),263049,Tor,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03 00:00:00,0,7,320,0,368000,High,43.84,AC
1765918,2BR apt in a cozy neighborhood,9279712,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30 00:00:00,1,1,356,1,673908,High,6.5,
55686,Comfy bedroom near River pier &   Taksin.,263049,Tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02 00:00:00,1,7,361,0,672182,High,49.45,BTS
59221,budget hotel bangkok near subway,284095,Mimi,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30 00:00:00,0,2,365,0,332150,Medium,50.0,Subway
959254,"Deluxe Condo, Nana, /GYM/",5153476,Natcha,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,-2012,0,1,365,0,511000,High,3.33,"Pool, Gym, Sauna"
62217,Luxury@swimpool/FreeWiFi/nearJJMkt,302658,Srisuk,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,-2012,0,1,365,0,1516940,High,100.0,"FreeWifi, Pool"
1791481,Nice and Quiet condo near  Onnut,9399478,Piyakorn,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31 00:00:00,1,1,330,0,520410,High,3.01,BTS
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,2020-01-07 00:00:00,1,1,334,0,1897120,Luxury,3.27,
1793000,The Duplex - Asoke- Luxury 92sqm,9407280,Timo,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,2022-11-22 00:00:00,3,1,349,3,1756866,Luxury,4.55,
960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,Sai Mai,13.9077,100.64473,Private room,1500,1,0,-2012,0,1,365,0,547500,High,100.0,
113744,- Ivy Condo (1 Bedroom),578110,Muay,Rat Burana,13.68568,100.49231,Private room,1385,30,0,-2012,0,1,365,0,505525,High,3.33,River View
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24 00:00:00,0,1,364,0,1374100,High,3.32,
1808600,Contemporary Modern Duplex-Thong Lo,9478184,Shine,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12 00:00:00,1,1,55,0,114290,High,0.25,
118118,Pan Dao Condo 5 min from  On Nut,596463,Dustin,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,2013-10-09 00:00:00,0,1,364,0,630448,High,49.86,BTS
1816517,1 BR condominium center BKK +NETFLIX+55SQM,8492603,Sudhichai,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,2018-04-05 00:00:00,1,1,263,0,526000,High,2.67,Netflix
969792,1 penthouse in central Bangkok,5297436,Anya,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,-2012,0,1,365,0,1124930,High,100.0,
121410,"MetroPoint Suite Room, Near",610315,Kasem,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,-2012,0,3,365,0,434350,High,100.0,Airport
145343,Boutique Rooms Near Bangkok,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25 00:00:00,0,1,349,13,463821,High,95.62,Airport
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31 00:00:00,1,3,350,0,727300,High,95.89,
156583,Studio near Chula University/Silom walk to /,58920,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25 00:00:00,0,2,95,2,111720,High,3.72,"BTS, MRT"
1823321,กรองทองแมนชั่น (ลาดพร้าว 81),9545111,Penjit,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,-2012,0,1,365,0,219000,Medium,100.0,
159854,Deluxe one Bedroom Condo w.-GYM &  8-7,766443,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08 00:00:00,2,3,207,7,343413,High,18.9,"Pool, Gym, Sauna"
976690,Beautiful 1 BR apartment @ Ari,5344120,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15 00:00:00,1,4,336,2,470400,High,6.14,BTS
978531,Urban Oasis in the heart of Bangkok,5309669,Apiradee,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18 00:00:00,0,3,174,0,944646,Luxury,23.84,
166267,1Bed apt. near Chula University/Silom,58920,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30 00:00:00,1,2,156,5,287508,High,6.11,
169285,Stay at the ROARING RATCHADA!,806600,Frances,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,-2012,0,1,365,0,480340,High,100.0,
978969,"60 m2 apartment in Thong Lor, Bangkok",5358785,Danny,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,2019-11-10 00:00:00,0,1,331,0,618970,High,22.67,
1842066,ICONSIAM River view  on 49th floor,9626074,Weera,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08 00:00:00,0,1,88,0,220000,High,0.13,River View
169514,2br apt in Sukhumvit Asoke near,729617,Kanchuya,Vadhana,13.74464,100.55784,Entire home/apt,1732,90,0,-2012,0,1,365,0,632180,High,1.11,BTS
1849029,Self catering cozy1-bed near,9652914,Jirasak,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18 00:00:00,0,1,365,0,474500,High,3.33,BTS
1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07 00:00:00,4,37,355,1,426000,High,97.26,
985743,Room with city view of BKK,5309669,Apiradee,Sathon,13.71803,100.54654,Private room,3500,3,0,-2012,0,3,363,0,1270500,High,33.15,
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15 00:00:00,1,3,339,10,608505,High,92.88,
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,2019-02-20 00:00:00,0,7,145,0,145000,Medium,13.24,
1016487,Private room in Bangkok,5594281,Yodying,Chatu Chak,13.82148,100.58326,Private room,350,30,0,-2012,0,1,365,0,127750,Low,3.33,
1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,8214044,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15 00:00:00,3,8,350,7,507500,High,95.89,
1862377,☞Downtown Central Studio-Bangkok,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11 00:00:00,3,8,331,9,397200,High,90.68,"downtown, MRT"
185364,Beautiful Wood Bangkok Resort House,889670,Narumon,Nong Chok,13.779,100.83671,Entire home/apt,8658,1,0,-2012,0,1,363,0,3142854,Luxury,99.45,
1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30 00:00:00,1,7,134,12,503438,High,18.36,
1888303,Cozy 1BR rooftop ( Ploenchit) heart of bangkok,9821998,Pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,2018-07-02 00:00:00,0,1,16,0,23840,High,0.88,BTS
241416,Sukhumvit52 near SkyTrain to BkkCBD,960892,Vajirune,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,-2012,0,1,365,0,821615,High,33.33,Skytrain
1026451,"♡Chic Studio, Easy Walk to Pier &  Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15 00:00:00,4,7,320,29,277120,Medium,43.84,BTS
1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,Sathon,13.71602,100.52663,Private room,2696,1,0,-2012,0,3,356,0,959776,High,97.53,
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,Sathon,13.71798,100.52841,Private room,1736,1,4,2014-11-12 00:00:00,0,3,356,0,618016,High,97.53,
1035589,Quiet Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,2022-10-25 00:00:00,0,3,242,1,435600,High,33.15,
1035640,Quiet Double Bed Apartment,4115838,Primrose,Thawi Watthana,13.79315,100.33356,Private room,1800,2,0,-2012,0,3,256,0,460800,High,35.07,
1897982,Suvarnabhumi free transfer,8362130,Luckana,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2020-03-03 00:00:00,0,2,365,0,568670,High,100.0,
296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,175729,Mitch & Mam,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,2019-08-04 00:00:00,0,1,365,0,328500,Medium,0.28,mall
1898332,"Apr. for rent full fur 1 bedroom, monthly",4837310,Veesa,Bang Na,13.67805,100.62451,Private room,400,180,0,-2012,0,1,364,0,145600,Low,0.55,
313459,One Bed Room at Sukumvit 50 Bangkok,1611711,Nichapat,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,-2012,0,1,364,0,810264,High,99.73,
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18 00:00:00,0,6,59,4,52510,Medium,8.08,
1926489,Ideo Blucove Sukhumvit Bangkok,9434109,Sander,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,-2012,0,1,365,0,547500,High,3.45,
320014,2-BR condo near  on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20 00:00:00,1,1,167,1,289244,High,1.53,BTS
1933894,"NewlyRenovated! 3Br,SingleHouse, Park//.",9509219,Piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28 00:00:00,0,8,180,2,610920,High,9.86,"BTS, Airport"
1057173,"IdeoMix, Sukhumvit RD, close to",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05 00:00:00,2,1,219,5,201918,Medium,4.29,BTS
1060320,Mix Dorm  Decor do Hostel,5171292,Somsak,Khlong San,13.72214,100.50752,Shared room,350,1,12,2020-02-08 00:00:00,0,10,87,0,30450,Low,23.84,
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31 00:00:00,1,1,142,1,122972,Medium,0.43,
1067748,5 mins by car from Chong Nonsi  Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09 00:00:00,0,4,149,10,229907,High,40.82,"station, BTS"
1077493,Inn Saladaeng - Superior hotel room,5929404,Inn Saladaeng & The Sathon Vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01 00:00:00,0,2,176,1,279664,High,48.22,
1943048,"Best nr Chatujak, ,  free wifi&f",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06 00:00:00,3,1,129,19,163959,High,35.34,"Free Wifi, BTS, MRT, Netflix"
385130,❂Citycenter✔ ✔Private Bathroom4Aircon,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,2020-04-30 00:00:00,3,37,361,0,288800,Medium,98.9,"station, Subway"
385278,Nice  Condominium 30 sq.m,1928343,Chanvit,Rat Burana,13.68426,100.49841,Private room,1558,1,0,-2012,0,1,365,0,568670,High,100.0,River View
385979,Monthly rent 2Beds/2Baths quiet APT at,1681901,Pornpan,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28 00:00:00,1,1,330,0,576510,High,3.01,BTS
390611,Sukhumvit apartment near Nana,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28 00:00:00,1,1,230,13,183310,Medium,63.01,BTS
1947314,A room w/ the view :-) in the city,10070953,Vichit,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,2019-01-13 00:00:00,0,1,364,0,2521064,Luxury,99.73,
1079039,Spacious 1Bed apartment,5935474,Tisa,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,-2012,0,1,180,0,210420,High,3.29,AC
1086843,Near Bangkok more space than urban!,4937984,Sugarcane,Phra Nakhon,13.75135,100.49447,Shared room,5195,1,0,-2012,0,1,365,0,1896175,Luxury,100.0,AC
393066,✺✺99 feet in the sky✺✺,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01 00:00:00,3,37,334,10,276886,Medium,91.51,
397449,Cozy Studio Apt near .(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01 00:00:00,0,7,301,2,285950,Medium,82.47,Skytrain
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31 00:00:00,0,2,120,5,168000,High,1.17,
1088343,"2 bed 2 bath, , , Monthly",5981006,Sibyl,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,2020-01-04 00:00:00,0,1,356,0,838380,High,3.25,"BTS, Supermarkets"
1094136,"Private, relaxed with amenities",5793490,Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26 00:00:00,0,6,75,1,73500,Medium,10.27,
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09 00:00:00,1,3,358,0,118140,Low,98.08,
407381,3 minutes walk to Phrom Phong,1463818,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14 00:00:00,0,1,44,1,164560,High,1.72,BTS
1975849,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ//,8480912,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01 00:00:00,0,1,145,4,145000,Medium,7.95,"BTS, MRT"
1133843,เฮ้าส์โหมด House Mode,6220137,Prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,-2012,0,1,365,0,292000,Medium,100.0,
413824,❂100% Private&Central Light EnSuite,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,2020-03-14 00:00:00,3,37,358,0,286400,Medium,98.08,
428360,Spacious Studio kitchen/wifi,2129668,Wimonpak,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,2019-03-04 00:00:00,0,41,365,0,417195,High,0.5,"AC, Kitchen"
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24 00:00:00,0,41,365,0,255500,Medium,0.27,
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,2013-11-01 00:00:00,0,41,270,0,224370,Medium,0.2,
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14 00:00:00,1,41,365,5,288350,Medium,100.0,Free Wifi
430691,5. Bangkok Bright Apartment -WIFI,2129668,Wimonpak,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05 00:00:00,0,41,365,0,262800,Medium,0.27,
430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13 00:00:00,0,41,346,3,307940,Medium,94.79,
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,2013-06-28 00:00:00,0,41,365,0,442015,High,0.27,
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,Sathon,13.71922,100.5255,Private room,1736,1,14,2017-02-23 00:00:00,0,3,356,0,618016,High,97.53,
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,2020-02-28 00:00:00,1,1,361,0,562438,High,49.45,
1138679,1 Bed  Access Onnut,4877320,Nisa,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,2013-07-01 00:00:00,0,2,272,0,263840,Medium,3.55,"AC, Pool, BTS"
1976962,River Side Luxury View,10204823,Jahidul,Yan na wa,13.70497,100.55134,Private room,2500,1,0,-2012,0,1,364,0,910000,High,99.73,
449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30 00:00:00,0,41,162,1,150498,Medium,44.38,Free Wifi
449826,Loft by the Church w kitchen/wifi near Sathon,2129668,Wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31 00:00:00,0,41,347,0,232490,Medium,47.53,Kitchen
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12 00:00:00,0,41,359,3,258480,Medium,98.36,
1980886,New and Modern Spacious Apartment,10222460,Preeda,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,-2012,0,1,364,0,504140,High,33.24,AC
1982413,Hip Studio ♥ Of BKK+River++WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15 00:00:00,4,7,304,19,246544,Medium,41.64,BTS
1986193,Condo QUATTRO @Thonglor Near,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16 00:00:00,0,3,62,1,124000,High,2.43,BTS
2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23 00:00:00,1,7,82,4,133578,High,5.62,
2064413,BH : Double Room - Near,8664261,Kriengkrai,Sathon,13.71659,100.51588,Private room,835,1,0,-2012,0,7,365,0,304775,Medium,100.0,BTS
2065054,Suite with Balcony,8664261,Kriengkrai,Sathon,13.71655,100.51384,Private room,926,1,1,2019-04-13 00:00:00,0,7,365,0,337990,Medium,100.0,balcony
2065536,Room + Shared Shower Room near,8664261,Kriengkrai,Sathon,13.71496,100.51406,Private room,866,1,0,-2012,0,7,365,0,316090,Medium,100.0,BTS
2065699,BANGKOK HUB Studio Room+Shower Room,8664261,Kriengkrai,Sathon,13.718,100.51573,Private room,650,1,0,-2012,0,7,365,0,237250,Medium,100.0,
2067731,BANGKOK HUB : Standard Double Room,8664261,Kriengkrai,Sathon,13.71662,100.51572,Shared room,866,1,2,2019-01-01 00:00:00,0,7,365,0,316090,Medium,100.0,
1141969,Great location on a charming loft,6262801,Andrea,Bang Rak,13.72687,100.52326,Entire home/apt,5887,30,8,2019-01-22 00:00:00,0,1,358,0,2107546,Luxury,3.27,
1151862,phiyapa,6313832,Psirivedin,Don Mueang,13.9277,100.58757,Private room,1250,1,0,-2012,0,1,365,0,456250,High,100.0,
1160838,Spacious 2 Bedroom Apartment near -non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18 00:00:00,1,4,342,56,879282,High,31.23,"AC, BTS"
1187726,Private Studio Bed Room Walkable from  Ari,5402740,Nattha,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2021-03-15 00:00:00,0,1,323,0,323000,Medium,0.74,BTS
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,30,0,-2012,0,1,348,0,1446288,High,3.18,AC
1206077,CityCenter  Ari AREE FastWifi++Swim,6586465,Tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,2021-05-17 00:00:00,0,1,167,0,642449,High,5.08,"Pool, BTS, Kitchen"
1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14 00:00:00,2,3,130,20,193050,High,11.87,
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20 00:00:00,3,1,154,2,433356,High,42.19,
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25 00:00:00,1,37,346,11,244622,Medium,94.79,
581755,Brand New room near  Railway,2864425,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03 00:00:00,0,1,364,0,479024,High,19.95,Airport
2068972,State tower riverview 42th freewifi,10581237,Anchana,Bang Rak,13.72225,100.51642,Private room,2061,30,11,2015-09-02 00:00:00,0,4,365,0,752265,High,3.33,FreeWifi
2069445,1Br riverview 42th State tower wifi,10581237,Anchana,Bang Rak,13.72221,100.51568,Private room,2061,30,3,2015-09-01 00:00:00,0,4,365,0,752265,High,3.33,
2070131,"Cozy Studio by : Wifi,  #2",1780407,Feb,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30 00:00:00,1,6,244,2,146400,Medium,0.56,"Pool, BTS"
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08 00:00:00,3,37,344,10,258000,Medium,94.25,
1218098,Transit DMK & Not far from Impact,6647138,NiNew,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08 00:00:00,0,4,353,0,282400,Medium,96.71,AC
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13 00:00:00,2,37,349,4,241857,Medium,95.62,
1218842,F/F Studio APT For Rent. ARI .,6648722,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2019-01-04 00:00:00,0,2,365,0,397120,High,50.0,BTS
608624,Big Jacuzzi+/BRT+wifi 100mbps,2940438,Kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,-2012,0,19,354,0,708000,High,13.86,"AC, BTS"
688013,1 BR Near  WIFI/POOL/FITNESS (B),1780407,Feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30 00:00:00,1,6,317,2,256136,Medium,2.99,"Pool, BTS"
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,2012-12-15 00:00:00,0,1,365,0,182500,Low,3.33,
715652,Cosy 1 bed room service apartment!,3687435,Avinash,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,2015-10-18 00:00:00,0,1,365,0,316090,Medium,100.0,
1227663,Hip Luxury Apt in Best Location,5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04 00:00:00,1,1,54,1,167238,High,1.23,
2071610,Metro view of studio near  Ari,9701189,Tam,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,2020-01-10 00:00:00,0,1,362,0,307700,Medium,3.31,BTS
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17 00:00:00,0,3,271,3,328452,High,0.25,
2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19 00:00:00,0,1,255,1,238425,Medium,2.33,
1235695,Furnished studio 5min from,4583001,Suchela,Phaya Thai,13.78761,100.55319,Entire home/apt,623,365,0,-2012,0,2,365,0,227395,Medium,0.27,Skytrain
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,Sathon,13.70644,100.52544,Entire home/apt,1212,21,0,-2012,0,2,365,0,442380,High,4.76,
2076867,U Delight  @ Jatujak Station,10613827,Atsanai,Chatu Chak,13.79844,100.55726,Entire home/apt,591,365,0,-2012,0,1,365,0,215715,Medium,0.27,station
2077641,1BR River view 19th State tower,10581237,Anchana,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01 00:00:00,0,4,365,0,474500,High,3.33,River View
2077825,Le Siam heritage Residence,10581237,Anchana,Bang Rak,13.72063,100.51611,Private room,1300,30,0,-2012,0,4,365,0,474500,High,3.33,
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05 00:00:00,0,2,364,0,567112,High,4.75,
729015,NEW River Condo Center  temples,3785867,Julia,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,2018-04-30 00:00:00,0,2,364,0,1194284,High,0.28,BTS
2084034,Unique 2 bd-apt right above pool,10297749,Tash,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18 00:00:00,1,2,346,2,768120,High,4.51,Pool
1255386,SSIP HOME-15minWalkKhaosan-Free-TripleBed,6838199,Sirikamol,Dusit,13.77073,100.50478,Private room,7500,1,0,-2012,0,3,365,0,2737500,Luxury,100.0,Breakfast
1296322,Mini chic Apartment - S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14 00:00:00,2,41,355,6,249565,Medium,97.26,BTS
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,Vadhana,13.74283,100.58651,Entire home/apt,1974,180,0,-2012,0,1,365,0,720510,High,0.56,
1302302,2 Bed Serviced Penthouse SkyVillas,6132593,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11 00:00:00,1,7,144,3,541008,High,19.73,
